order_id,customer_id,order_date,amount,quantity,order_status
163,9,1997-09-19,175841.85,120.0,pending
164,3,1992-11-03,259021.98,213.0,returned
165,41,1993-02-20,193890.88,137.0,returned
166,12,1995-11-09,166319.45,99.0,pending
167,13,1993-02-19,69242.45,55.0,returned
192,38,1998-01-30,194490.13,130.0,pending
193,61,1993-08-21,80392.76999999999,47.0,returned
194,21,1992-04-30,153651.34,112.0,returned
195,13,1994-01-09,217606.92,122.0,returned
196,25,1993-04-17,38781.0,34.0,returned
197,15,1995-04-17,158153.02,104.0,returned
198,21,1998-01-05,155568.84,136.0,pending
199,36,1996-03-27,98356.2,80.0,pending
224,3,1994-07-13,237119.38999999998,152.0,returned
225,1,1995-06-04,230367.85000000003,163.0,shipped
226,5,1993-03-26,270195.56999999995,194.0,returned
227,69,1995-12-10,69007.11,43.0,pending
228,67,1993-05-20,2823.12,3.0,shipped
229,3,1994-01-11,197192.76,142.0,returned
230,18,1993-11-03,155381.07,113.0,returned
231,27,1994-11-05,243295.82,143.0,returned
256,17,1993-11-30,136350.61,107.0,returned
257,64,1998-06-18,9551.22,7.0,pending
258,5,1994-01-11,269518.12,185.0,returned
259,12,1993-10-04,111987.43000000001,79.0,returned
260,1,1996-12-12,262706.14,176.0,pending
261,5,1993-07-24,272614.68,200.0,returned
262,13,1996-01-15,172360.59000000003,107.0,pending
263,13,1994-07-21,107327.84,81.0,returned
288,1,1997-02-22,243033.35,166.0,pending
289,23,1997-02-18,173974.09000000003,136.0,pending
290,5,1994-01-19,66571.67000000001,65.0,returned
291,38,1994-03-22,93191.65,70.0,returned
292,37,1992-02-18,56956.0,32.0,returned
293,66,1992-10-19,47260.93,38.0,returned
294,88,1993-08-06,46425.29,31.0,returned
295,17,1994-11-09,149271.59,89.0,returned
320,21,1997-12-04,52062.16,43.0,pending
321,80,1993-06-21,72546.4,62.0,returned
322,6,1992-04-12,164884.27,133.0,returned
323,29,1994-04-13,122249.38,77.0,returned
324,84,1992-04-19,49321.74,26.0,returned
325,9,1993-10-28,97501.27,74.0,shipped
326,3,1995-07-05,324308.8,228.0,pending
327,48,1995-05-24,33264.57,25.0,shipped
352,39,1994-06-02,26156.71,17.0,returned
353,28,1994-01-02,222519.13999999998,176.0,returned
354,7,1996-03-19,234014.52,163.0,pending
355,13,1994-07-13,108615.7,72.0,shipped
356,15,1994-07-15,192114.89,165.0,returned
357,3,1996-12-28,139872.46,94.0,pending
358,14,1993-10-04,370897.2100000001,223.0,returned
359,34,1995-01-06,211263.47999999998,137.0,returned
384,3,1992-04-01,195259.88,123.0,returned
385,7,1996-03-29,76817.0,53.0,pending
386,2,1995-04-12,125442.26000000001,92.0,shipped
387,24,1997-03-08,207992.59999999998,134.0,pending
388,8,1992-12-24,167623.46,128.0,returned
389,37,1994-04-13,3589.78,2.0,returned
390,2,1998-04-18,234239.88000000003,163.0,pending
391,91,1995-02-11,15640.94,14.0,returned
416,18,1993-10-11,109238.95,72.0,returned
417,12,1994-02-13,136710.29,100.0,returned
418,13,1995-06-05,38330.61,35.0,shipped
419,5,1996-11-06,158982.50000000003,112.0,pending
420,35,1995-11-04,266805.9,200.0,pending
421,32,1992-05-29,1232.33,1.0,returned
422,41,1997-06-15,166005.96000000002,106.0,pending
423,96,1996-08-20,32948.37,27.0,pending
448,24,1995-08-31,162372.25,116.0,pending
449,1,1995-07-28,56531.4,41.0,pending
450,5,1995-03-11,220117.48,154.0,returned
451,63,1998-06-16,142830.02000000002,107.0,pending
452,48,1997-12-26,2096.28,2.0,pending
453,59,1997-06-30,359127.61000000004,226.0,pending
454,85,1996-04-26,25852.08,24.0,pending
455,28,1996-12-20,193150.7,142.0,pending
480,23,1993-06-16,31295.44,22.0,shipped
481,8,1992-10-21,163917.19,120.0,returned
482,26,1996-03-27,194808.86000000002,137.0,pending
483,12,1995-07-20,64900.56,40.0,pending
484,4,1997-01-24,333340.75999999995,224.0,pending
485,35,1997-03-28,145033.62,112.0,pending
486,56,1996-03-16,283219.14,189.0,pending
487,20,1992-09-30,88979.41,49.0,returned
512,33,1995-05-21,187666.34000000003,126.0,returned
513,12,1995-07-12,79573.44,64.0,pending
514,12,1996-04-14,123600.33,104.0,pending
515,48,1993-09-04,177790.6,150.0,returned
516,5,1998-05-02,12652.75,11.0,pending
517,23,1997-04-09,110871.07,86.0,pending
518,2,1998-02-18,335689.29000000004,214.0,pending
519,30,1997-11-20,109005.79999999999,101.0,pending
544,86,1993-03-14,60459.86,47.0,returned
545,87,1996-02-21,35257.36,22.0,pending
546,46,1997-02-04,27949.44,16.0,pending
547,1,1996-09-04,136667.51,95.0,pending
548,9,1994-09-24,139732.22999999998,101.0,shipped
549,17,1992-07-31,220278.28,148.0,returned
550,49,1995-10-24,55982.9,31.0,pending
551,66,1995-07-29,63119.2,44.0,pending
576,32,1997-05-15,24909.71,19.0,pending
577,14,1995-03-19,50452.07,39.0,returned
578,57,1997-02-10,99078.01000000001,63.0,pending
579,10,1998-04-24,145348.64,128.0,pending
580,35,1997-07-23,141675.63999999998,83.0,pending
581,15,1997-02-27,182266.21000000002,134.0,pending
582,4,1997-11-15,190725.34,134.0,pending
583,16,1997-05-11,160252.2,128.0,pending
608,57,1996-04-19,102351.87,59.0,pending
609,88,1994-08-24,32689.65,21.0,returned
610,59,1995-08-11,235392.42,174.0,pending
611,8,1993-03-10,86195.45000000001,79.0,returned
612,12,1992-11-08,233966.74000000002,144.0,returned
613,4,1995-08-05,56398.59,33.0,pending
614,13,1992-12-03,326874.18999999994,204.0,returned
615,47,1992-06-01,34093.44,36.0,shipped
640,16,1993-03-27,217933.90000000002,156.0,returned
641,30,1993-10-17,174953.82000000004,125.0,returned
642,38,1994-04-16,37375.78,26.0,shipped
643,2,1995-04-05,268122.61,185.0,returned
644,11,1992-05-17,264677.22,202.0,returned
645,24,1994-12-09,362328.28,245.0,returned
646,18,1994-12-05,197202.06,147.0,returned
647,10,1997-09-23,70203.95999999999,61.0,pending
672,23,1994-06-20,129152.23,85.0,returned
673,70,1994-03-15,35325.4,22.0,returned
674,44,1992-10-05,26979.55,27.0,returned
675,2,1997-08-19,174298.35,131.0,pending
676,1,1996-12-30,256285.82,163.0,pending
677,15,1993-12-01,197619.31,143.0,returned
678,30,1993-02-28,211253.81999999998,133.0,returned
679,19,1995-12-20,16379.19,9.0,pending
704,1,1997-01-30,85222.42,54.0,pending
705,28,1997-03-25,119396.07999999999,81.0,pending
706,12,1995-12-06,42986.08,23.0,pending
707,49,1994-12-08,78487.6,56.0,returned
708,6,1998-07-16,135255.04,103.0,pending
709,18,1998-06-04,95301.17,72.0,pending
710,5,1993-01-18,306769.53,196.0,returned
711,46,1993-10-02,105238.26000000001,95.0,returned
736,58,1998-07-16,202923.01,128.0,pending
737,49,1992-04-28,20649.72,12.0,returned
738,26,1993-03-17,172845.33000000002,103.0,returned
739,6,1998-06-03,228448.09,167.0,pending
740,47,1995-07-24,129070.39,86.0,pending
741,52,1998-07-15,83879.3,47.0,pending
742,15,1995-01-13,253627.59000000003,198.0,returned
743,4,1996-10-26,38155.11,21.0,pending
768,11,1996-09-06,299455.26,231.0,pending
769,32,1993-06-25,65469.36,40.0,returned
770,46,1998-05-26,102286.45,64.0,pending
771,14,1995-06-18,152984.21999999997,107.0,pending
772,18,1993-04-18,206015.41,132.0,returned
773,22,1993-10-09,195118.12999999998,155.0,returned
774,14,1995-12-06,218638.66,140.0,pending
775,60,1995-05-01,73247.69,57.0,returned
800,36,1998-07-21,141141.12,85.0,pending
801,12,1992-03-14,186507.07,133.0,returned
802,5,1995-01-07,197774.29000000004,155.0,returned
803,89,1997-08-04,51152.82,29.0,pending
804,17,1993-03-29,138100.22999999998,97.0,returned
805,24,1995-07-13,148992.51,92.0,pending
806,39,1996-07-14,41159.62,27.0,pending
807,4,1993-12-05,290254.41000000003,216.0,returned
832,34,1992-05-08,74907.63,69.0,shipped
833,36,1994-02-28,53823.2,48.0,returned
834,21,1994-06-28,59034.61,47.0,returned
835,33,1995-11-01,80819.5,61.0,pending
836,10,1996-12-09,102140.62,70.0,pending
837,74,1994-06-27,99792.72,63.0,returned
838,33,1998-02-15,123244.52,88.0,pending
839,85,1995-10-17,117805.47,70.0,pending
864,27,1997-09-14,111531.58,75.0,pending
865,8,1993-05-09,113617.11000000002,68.0,returned
866,59,1993-01-22,6296.75,5.0,returned
867,89,1994-02-19,9025.66,7.0,shipped
868,27,1992-06-22,158512.88,129.0,returned
869,55,1997-01-30,90150.29999999999,63.0,pending
870,60,1993-08-13,58933.89,41.0,shipped
871,1,1995-11-16,272954.60000000003,175.0,pending
896,5,1993-05-01,246158.21000000002,164.0,returned
897,62,1995-03-30,89064.35,56.0,returned
898,3,1993-07-04,156859.65999999997,93.0,returned
899,28,1998-04-11,161019.91999999998,123.0,pending
900,31,1994-10-21,172807.6,116.0,returned
901,40,1998-08-11,103720.87,86.0,pending
902,7,1994-10-01,48830.020000000004,35.0,returned
903,9,1995-09-11,143620.79,118.0,pending
928,5,1995-04-06,326941.6699999999,241.0,returned
929,32,1992-10-09,155111.45,110.0,returned
930,32,1994-12-18,291428.72,204.0,returned
931,47,1993-02-03,164613.48,114.0,shipped
932,68,1997-06-05,54875.63,41.0,pending
933,23,1992-08-13,108635.01999999999,76.0,returned
934,52,1996-09-10,19443.06,18.0,pending
935,3,1997-11-05,136132.12,104.0,pending
960,6,1994-12-01,80366.75,58.0,returned
961,6,1995-06-10,254462.37000000002,164.0,shipped
962,1,1994-05-08,146958.77,103.0,returned
963,10,1994-08-25,102884.06999999999,55.0,returned
964,24,1995-06-21,210418.93,133.0,pending
965,9,1995-06-16,44118.31,43.0,shipped
966,18,1998-05-26,142636.34999999998,123.0,pending
967,45,1992-07-15,235077.88999999998,180.0,returned
992,3,1997-11-13,201891.1,147.0,pending
993,26,1995-09-27,269070.52999999997,194.0,pending
994,18,1994-05-03,53294.55,45.0,returned
995,21,1995-06-12,186886.28000000003,131.0,shipped
996,9,1998-03-27,69905.96,43.0,pending
997,28,1997-06-16,40197.81,28.0,pending
998,55,1994-12-02,81170.42000000001,66.0,returned
999,28,1993-09-17,220500.84,140.0,returned
1024,24,1998-01-06,245868.15000000002,173.0,pending
1025,80,1995-05-15,114792.78,84.0,returned
1026,26,1997-06-14,53457.479999999996,42.0,pending
1027,41,1992-06-08,147458.05000000002,110.0,returned
1028,17,1994-01-10,192460.94,163.0,returned
1029,1,1994-07-21,56851.2,45.0,returned
1030,38,1994-10-13,26258.88,17.0,returned
1031,35,1994-09-20,203358.85,121.0,returned
1056,48,1995-02-18,41114.77,37.0,returned
1057,6,1992-02-28,181304.41,107.0,returned
1058,11,1993-05-11,142528.92,98.0,returned
1059,4,1994-03-17,293079.64,194.0,returned
1060,5,1993-02-28,156257.96999999997,124.0,returned
1061,2,1998-05-25,196431.86,161.0,pending
1062,62,1997-01-27,47969.68,38.0,pending
1063,20,1994-07-10,77781.9,42.0,shipped
1088,41,1992-05-22,55017.479999999996,49.0,shipped
1089,22,1996-06-24,142743.15,106.0,pending
1090,17,1998-02-19,34312.41,33.0,pending
1091,74,1996-12-17,50934.8,40.0,pending
1092,36,1995-03-10,130570.86,79.0,returned
1093,6,1997-11-06,125182.61000000002,78.0,pending
1094,46,1997-12-28,9415.26,9.0,pending
1095,27,1995-08-24,229588.18999999997,175.0,pending
1120,16,1997-11-10,152178.96000000002,112.0,pending
1121,2,1997-02-27,380526.15,242.0,pending
1122,5,1997-01-23,228752.40999999997,179.0,pending
1123,19,1996-08-25,110134.13,87.0,pending
1124,5,1998-08-05,219451.61,151.0,pending
1125,48,1994-11-29,119030.75,83.0,returned
1126,33,1998-04-17,84525.83,65.0,pending
1127,45,1995-09-20,127728.81,109.0,pending
1152,32,1994-10-14,78069.05,54.0,returned
1153,13,1996-04-24,318070.23,209.0,pending
1154,7,1992-02-26,266354.12,189.0,shipped
1155,8,1997-10-19,172205.03,127.0,pending
1156,16,1996-11-07,334453.08,218.0,pending
1157,41,1998-02-24,137914.48,88.0,pending
1158,73,1996-10-20,40356.079999999994,28.0,pending
1159,10,1992-11-20,71928.44,57.0,returned
1184,41,1997-12-25,56685.48999999999,41.0,pending
1185,9,1992-09-24,68348.84,48.0,returned
1186,9,1996-08-20,89971.19,86.0,pending
1187,5,1992-12-10,133758.63,84.0,returned
1188,22,1996-05-22,80582.36,52.0,pending
1189,8,1994-05-06,95038.1,77.0,returned
1190,38,1997-05-08,55642.56,32.0,pending
1191,13,1996-01-24,40120.92,29.0,pending
1216,19,1993-01-17,117502.66,74.0,returned
1217,53,1992-07-01,67166.55,45.0,shipped
1218,30,1994-06-26,157921.46000000002,102.0,returned
1219,24,1995-11-13,12070.98,10.0,pending
1220,3,1996-09-06,166621.62,125.0,pending
1221,7,1992-04-28,167077.3,119.0,returned
1222,2,1993-02-12,62605.299999999996,50.0,returned
1223,96,1996-08-07,53087.72,28.0,pending
1248,32,1992-01-16,297769.60000000003,207.0,returned
1249,43,1994-03-03,72646.42,49.0,shipped
1250,12,1992-11-05,13665.15,15.0,shipped
1251,17,1997-11-29,176539.75,118.0,pending
1252,47,1997-08-05,138634.58000000002,96.0,pending
1253,1,1993-02-23,135545.31,91.0,returned
1254,46,1996-02-02,143735.95,88.0,pending
1255,64,1994-07-06,106487.7,58.0,returned
1280,14,1993-02-03,137651.52000000002,93.0,returned
1281,6,1994-12-27,232240.13,170.0,returned
1282,26,1992-04-10,84337.21,62.0,returned
1283,25,1996-09-12,299950.9,200.0,pending
1284,27,1996-01-11,146435.96,102.0,pending
1285,3,1992-06-21,206742.26,133.0,returned
1286,13,1993-05-23,309829.98,200.0,returned
1287,4,1994-07-08,182178.84000000003,132.0,returned
1312,57,1994-07-19,80059.42,55.0,returned
1313,5,1994-12-20,67896.48,48.0,shipped
1314,11,1994-05-16,62622.87,55.0,returned
1315,27,1998-03-30,181674.8,118.0,pending
1316,9,1993-12-09,235093.59,164.0,returned
1317,13,1995-06-08,174563.56,138.0,shipped
1318,22,1998-08-25,97004.5,81.0,pending
1319,24,1996-10-05,46931.130000000005,33.0,pending
1344,80,1992-06-22,71761.81,44.0,shipped
1345,66,1992-11-27,174803.96000000002,117.0,returned
1346,30,1992-07-22,224029.45,171.0,returned
1347,2,1997-06-25,248433.64,170.0,pending
1348,2,1998-04-28,149053.38,96.0,pending
1349,14,1997-12-24,50225.450000000004,46.0,pending
1350,38,1993-11-18,72985.89,53.0,returned
1351,74,1998-06-02,24351.75,25.0,pending
1376,28,1997-08-05,34928.96,22.0,pending
1377,1,1998-04-30,146673.08000000002,109.0,pending
1378,8,1996-04-15,187368.02000000002,113.0,pending
1379,9,1998-06-08,99423.74,87.0,pending
1380,40,1996-07-14,135642.22999999998,94.0,pending
1381,61,1998-08-13,77412.17,59.0,pending
1382,10,1993-08-30,256929.96999999994,175.0,returned
1383,44,1993-05-24,54201.28,33.0,returned
1408,9,1998-01-14,252198.79999999996,176.0,pending
1409,8,1993-01-27,124486.61,76.0,returned
1410,6,1997-04-17,161367.39,117.0,pending
1411,16,1995-01-12,225156.14,168.0,returned
1412,18,1993-03-30,119255.06,81.0,returned
1413,46,1997-08-28,113857.86,73.0,pending
1414,58,1995-09-16,53525.67,43.0,pending
1415,84,1994-09-03,34612.0,25.0,shipped
1440,12,1995-09-21,53274.740000000005,49.0,pending
1441,10,1997-04-25,250652.4,160.0,pending
1442,6,1994-10-31,9210.0,8.0,shipped
1443,66,1997-02-05,58154.51,47.0,pending
1444,20,1994-12-16,283075.39,205.0,returned
1445,57,1995-02-05,244814.69,159.0,returned
1446,20,1998-05-01,50211.01,31.0,pending
1447,44,1992-10-24,162822.76,106.0,returned
1472,49,1996-10-24,72246.84,68.0,pending
1473,69,1997-04-18,122197.94,82.0,pending
1474,29,1995-01-23,71711.73,53.0,shipped
1475,4,1997-12-14,252175.6,181.0,pending
1476,35,1996-08-11,24126.0,20.0,pending
1477,3,1997-09-12,294260.86,236.0,pending
1478,38,1997-09-20,25983.93,21.0,pending
1479,29,1996-03-12,45885.84,33.0,pending
1504,14,1992-09-09,125545.12000000001,90.0,returned
1505,66,1992-11-22,60861.76,54.0,returned
1506,22,1992-09-22,268822.25,198.0,returned
1507,29,1993-10-29,150800.09999999998,97.0,returned
1508,3,1998-04-17,206757.25,152.0,pending
1509,10,1993-07-14,252009.19999999998,183.0,returned
1510,31,1996-09-23,239785.02000000002,159.0,pending
1511,75,1997-01-06,102911.65,61.0,pending
1536,39,1997-02-08,9199.65,5.0,pending
1537,2,1992-03-20,151567.34,114.0,returned
1538,10,1995-06-26,219117.52000000002,178.0,pending
1539,27,1995-04-19,69458.09999999999,39.0,returned
1540,4,1992-08-28,193297.03999999998,131.0,returned
1541,58,1995-06-05,76781.72,52.0,shipped
1542,51,1993-09-28,177684.35000000003,134.0,returned
1543,10,1997-03-14,222283.28000000003,139.0,pending
1568,16,1997-04-06,110160.18,82.0,pending
1569,42,1998-04-16,136371.12,94.0,pending
1570,18,1998-05-03,55483.45,32.0,pending
1571,12,1992-12-07,189733.35000000003,153.0,returned
1572,27,1996-05-16,64875.630000000005,51.0,pending
1573,8,1992-12-29,128992.12,86.0,returned
1574,24,1996-12-14,257075.22999999998,184.0,pending
1575,4,1995-09-23,240968.57,204.0,pending
1600,17,1993-03-07,187089.68,131.0,returned
1601,33,1994-09-17,116867.41999999998,70.0,returned
1602,30,1993-10-31,6923.28,4.0,returned
1603,67,1993-08-17,46338.229999999996,30.0,returned
1604,17,1993-08-22,137730.12000000002,109.0,returned
1605,24,1998-04-29,193809.61,129.0,pending
1606,21,1997-04-19,182530.26,113.0,pending
1607,22,1996-01-06,225017.33000000002,160.0,pending
1632,29,1997-01-15,287206.85,184.0,pending
1633,43,1995-12-13,72992.90000000001,50.0,pending
1634,18,1996-09-17,206406.58999999997,151.0,pending
1635,35,1997-02-25,106396.22,71.0,pending
1636,4,1997-07-14,243047.06000000003,177.0,pending
1637,49,1995-02-14,266651.86,186.0,returned
1638,8,1997-08-20,219424.48,171.0,pending
1639,66,1995-08-23,158794.68,103.0,pending
1664,7,1996-03-06,230336.7,172.0,pending
1665,53,1994-05-22,7133.610000000001,5.0,returned
1666,3,1995-10-28,186732.11000000002,122.0,pending
1667,19,1997-10-14,199971.11000000002,134.0,pending
1668,26,1997-07-23,185316.71000000002,147.0,pending
1669,85,1997-09-04,40434.72,24.0,pending
1670,15,1997-07-19,132928.66,92.0,pending
1671,8,1996-07-28,157295.54,99.0,pending
1696,7,1998-02-14,159981.64,104.0,pending
1697,32,1996-12-07,176573.4,125.0,pending
1698,26,1997-05-16,212975.43,143.0,pending
1699,31,1994-01-12,84974.28,67.0,returned
1700,61,1996-09-26,120993.26000000001,87.0,pending
1701,13,1992-05-25,100928.93,75.0,returned
1702,22,1995-06-02,308794.14999999997,193.0,returned
1703,36,1993-02-07,154796.04,119.0,returned
1728,28,1996-07-26,188723.55,133.0,pending
1729,71,1992-08-11,17658.84,12.0,shipped
1730,15,1998-08-11,196063.09000000003,148.0,pending
1731,25,1996-01-14,284316.92,194.0,pending
1732,14,1993-12-05,255513.15,177.0,returned
1733,6,1996-05-25,198006.71000000002,168.0,pending
1734,15,1994-08-09,59437.2,42.0,returned
1735,25,1992-12-31,125713.27,92.0,shipped
1760,24,1996-06-11,129341.15000000001,85.0,pending
1761,2,1994-01-02,309850.59,218.0,returned
1762,4,1994-09-03,301219.88,216.0,returned
1763,6,1996-11-04,195078.66,143.0,pending
1764,4,1992-05-06,71945.77,50.0,returned
1765,7,1996-03-02,54273.6,36.0,pending
1766,17,1996-10-28,72496.7,45.0,pending
1767,3,1995-03-16,190396.57,147.0,returned
1792,8,1994-01-31,176072.66999999998,102.0,returned
1793,2,1992-07-28,104083.19,85.0,returned
1794,14,1997-09-29,262961.0,180.0,pending
1795,33,1994-04-24,183745.51,146.0,returned
1796,36,1992-12-01,41981.24,36.0,returned
1797,36,1996-06-03,63415.45,54.0,pending
1798,90,1997-08-27,42573.44,43.0,pending
1799,43,1994-04-05,60199.0,50.0,returned
1824,6,1994-05-08,112725.75,85.0,returned
1825,14,1993-12-07,204414.11000000002,145.0,returned
1826,45,1992-04-28,151545.96,122.0,returned
1827,6,1996-07-20,313111.5800000001,205.0,pending
1828,4,1994-05-05,191647.99,143.0,returned
1829,7,1994-05-18,140282.27,128.0,returned
1830,33,1995-03-09,113625.54000000001,83.0,returned
1831,11,1993-12-17,83880.54999999999,58.0,returned
1856,9,1992-03-22,270639.63,191.0,returned
1857,6,1993-01-27,173784.46000000002,104.0,returned
1858,67,1997-12-28,34324.62,33.0,pending
1859,8,1997-05-05,165455.00000000003,103.0,pending
1860,31,1996-08-03,9280.17,9.0,pending
1861,5,1994-01-14,115498.04000000001,101.0,returned
1862,25,1998-03-25,131151.98,104.0,pending
1863,51,1993-10-10,143865.12,96.0,shipped
1888,6,1993-11-29,358576.58,225.0,returned
1889,18,1997-05-19,132731.81,95.0,pending
1890,13,1996-12-24,307352.95,207.0,pending
1891,62,1994-12-20,134079.69,78.0,returned
1892,9,1994-04-05,167525.25,134.0,returned
1893,18,1998-01-19,177309.61,119.0,pending
1894,84,1992-06-07,63387.2,40.0,returned
1895,26,1994-07-26,64654.8,43.0,returned
1920,23,1998-08-01,198693.44,125.0,pending
1921,10,1994-02-01,80692.89,57.0,returned
1922,49,1996-10-24,12975.17,13.0,pending
1923,17,1997-07-12,265046.97,167.0,pending
1924,12,1996-09-20,232264.05000000002,178.0,pending
1925,25,1992-04-12,193000.33,142.0,returned
1926,4,1996-02-26,136339.46,105.0,pending
1927,42,1995-10-06,38416.649999999994,24.0,pending
1952,82,1994-05-06,17861.1,13.0,shipped
1953,40,1994-01-07,65826.3,60.0,returned
1954,36,1997-06-04,242199.82,146.0,pending
1955,18,1992-04-30,135240.89,102.0,returned
1956,29,1992-09-24,114811.48999999999,90.0,returned
1957,16,1998-08-08,117736.58,81.0,pending
1958,15,1995-10-09,244081.8,184.0,pending
1959,68,1997-01-20,89522.13,61.0,pending
1984,12,1998-04-09,119992.9,80.0,pending
1985,32,1994-09-06,225184.95,177.0,returned
1986,16,1994-05-14,52672.0,36.0,returned
1987,30,1994-07-30,7358.05,7.0,shipped
1988,18,1995-10-20,198930.88999999998,125.0,pending
1989,75,1994-06-21,46957.23,47.0,returned
1990,11,1994-12-29,41906.46,46.0,returned
1991,25,1992-09-10,199451.5,149.0,returned
2016,1,1996-09-19,34568.9,25.0,pending
2017,2,1998-05-22,86941.91,74.0,pending
2018,44,1995-05-05,30905.32,25.0,returned
2019,80,1992-11-18,54475.11,49.0,returned
2020,18,1993-07-12,200099.59999999998,147.0,returned
2021,36,1995-08-14,41780.229999999996,26.0,pending
2022,15,1992-03-24,323153.6099999999,209.0,returned
2023,17,1992-06-04,180661.5,146.0,returned
2048,7,1993-12-07,44961.29,35.0,returned
2049,56,1995-12-16,212754.97999999998,160.0,pending
2050,1,1994-06-08,299636.04,217.0,returned
2051,44,1996-04-22,106533.23999999999,91.0,pending
2052,11,1992-05-29,231385.24,148.0,returned
2053,6,1995-03-15,165207.83000000002,131.0,returned
2054,11,1992-06-09,167206.69999999998,149.0,returned
2055,46,1993-09-15,69701.16,58.0,returned
2080,15,1993-08-22,77852.13,44.0,returned
2081,48,1997-07-06,197887.59,144.0,pending
2082,17,1995-01-20,70611.12,48.0,returned
2083,95,1993-09-07,42188.88,37.0,returned
2084,41,1993-03-18,285058.66000000003,188.0,returned
2085,32,1994-02-27,58608.0,45.0,returned
2086,6,1994-11-04,259822.58000000005,185.0,returned
2087,19,1998-02-24,84053.17,54.0,pending
2112,2,1997-05-02,28830.6,18.0,pending
2113,22,1998-01-16,69507.44,64.0,pending
2114,38,1995-02-05,162397.85,101.0,shipped
2115,23,1998-07-14,218369.27,133.0,pending
2116,2,1994-09-01,82371.06,60.0,returned
2117,28,1997-05-05,219541.93000000002,152.0,pending
2118,34,1996-10-25,57681.32000000001,39.0,pending
2119,89,1996-11-10,33084.36,36.0,pending
2144,18,1994-04-04,166613.6,118.0,returned
2145,7,1992-10-10,30415.19,19.0,shipped
2146,8,1992-09-16,262848.1,192.0,returned
2147,8,1992-09-27,119484.72,99.0,returned
2148,69,1995-05-28,22284.36,21.0,returned
2149,46,1993-04-05,151299.64,109.0,returned
2150,26,1994-06-10,231153.78,170.0,returned
2151,30,1996-11-20,172599.59000000003,129.0,pending
2176,2,1992-11-17,134450.94999999998,79.0,returned
2177,24,1997-01-28,256336.03000000003,186.0,pending
2178,25,1997-02-26,93545.35999999999,85.0,pending
2179,5,1996-09-30,86339.82,78.0,pending
2180,5,1996-09-23,295750.09,212.0,pending
2181,8,1995-09-25,172946.27,102.0,pending
2182,28,1994-04-08,174773.24,113.0,returned
2183,12,1996-07-06,81911.05,54.0,pending
2208,12,1995-05-05,347431.89999999997,256.0,returned
2209,29,1992-07-12,176986.03999999998,131.0,returned
2210,43,1992-03-04,60435.72,36.0,shipped
2211,15,1994-08-13,204734.26,137.0,returned
2212,74,1994-06-22,28974.6,18.0,returned
2213,7,1993-01-21,208956.42,151.0,returned
2214,22,1998-05-26,220784.19,141.0,pending
2215,18,1996-07-19,161402.16,113.0,pending
2240,9,1992-03-16,264598.02999999997,177.0,returned
2241,16,1993-05-14,251718.94999999998,163.0,returned
2242,22,1997-08-04,16833.3,15.0,pending
2243,71,1995-07-26,11712.7,10.0,pending
2244,14,1993-02-12,33435.22,19.0,returned
2245,2,1993-05-06,257618.88,152.0,returned
2246,25,1996-06-21,103095.65999999999,89.0,pending
2247,63,1992-09-06,19460.64,12.0,shipped
2272,1,1993-04-19,192497.30000000002,136.0,returned
2273,11,1996-12-15,223238.09,138.0,pending
2274,38,1993-09-06,62770.32,59.0,returned
